,first_language,funding,school,fast_track,coop,residency,gender,prev_education,age_group,english_grade,first_term_gpa,second_term_gpa,high_school_average_mark,math_score
434,1,2,6,2,2,1,2,1,1,9,1.54,0.3,62.0,26.0
435,3,4,6,1,2,2,2,2,3,10,4.113636,3.895833,93.58,47.26
436,1,2,6,2,2,1,1,2,3,9,4.021739,4.315789,95.0,30.0
437,1,2,6,2,1,1,2,1,1,9,2.928571,3.125,87.0,37.0
438,3,4,6,1,2,2,2,1,4,7,3.1,3.295455,83.06,41.79
439,3,2,6,2,1,1,2,2,2,8,2.071429,1.5798154700000007,74.0,21.0
440,3,4,6,2,2,2,2,1,3,4,4.065217,3.952381,84.54,47.0
441,3,4,6,1,2,2,2,2,3,8,3.88,3.788462,92.9,46.91
442,3,2,6,2,2,1,2,1,1,8,2.804348,3.25,80.0,21.0
443,1,2,6,2,1,1,2,2,2,9,3.0625,3.041699269999998,80.0,34.0
444,1,2,6,2,1,1,2,1,2,9,2.475,1.586957,71.0,33.0
445,3,4,6,1,1,2,2,2,3,10,3.94,3.148148,84.98,43.81
446,3,4,6,1,2,2,2,1,3,8,2.44,1.636364,72.57,33.0
447,3,4,6,1,2,2,1,1,3,9,2.166667,2.033333,72.51,31.16
448,1,8,6,2,2,1,2,0,5,9,4.357143,4.409091,82.92,34.0
449,1,2,6,2,1,1,2,2,4,10,4.111111,3.5,80.0,47.0
450,3,4,6,2,2,2,1,2,1,8,3.23913,3.309524,80.24,26.0
451,3,4,6,1,2,2,2,1,4,7,2.478261,2.576923,68.72,28.43
452,3,4,6,2,2,2,2,1,2,7,2.565217,2.0,76.3,42.0
453,3,8,6,2,2,1,2,0,7,8,3.869565,2.782609,82.33,38.0
454,3,4,6,1,1,2,2,2,3,10,2.98,3.673077,83.87,44.01
455,1,2,6,2,2,1,2,2,3,9,3.684211,0.136364,92.0,29.0
456,1,1,6,2,1,1,2,2,3,7,3.82,4.083333,83.33,29.0
457,3,4,6,1,2,2,2,2,3,8,2.583333,2.875,72.14,34.94
458,3,4,6,2,2,2,1,1,1,9,3.652174,4.0,89.02,46.0
459,3,4,6,1,1,2,2,2,3,10,3.416667,3.886364,87.1,43.9
460,3,4,6,1,1,2,2,1,3,8,3.907407,4.25,94.28,48.0
461,1,2,6,2,2,1,2,0,3,9,0.0,0.0,71.0,28.73
462,3,4,6,2,2,2,2,1,1,8,3.1875,4.020833,81.42,42.0
463,3,4,6,1,2,2,1,1,3,9,4.217391,4.24,95.97,47.15
464,1,2,6,2,1,1,2,1,4,9,4.285714,4.409091,91.0,45.0
465,1,2,6,2,2,1,2,1,1,7,0.214286,0.00566667,57.0,18.0
466,1,2,6,2,2,1,2,2,3,9,1.956522,0.0,68.0,34.0
467,1,2,6,2,2,1,1,2,3,9,4.166667,4.309524,102.0,35.31
468,3,4,6,1,2,2,2,2,3,8,3.782609,3.227273,86.94,45.81
469,1,2,6,2,2,1,2,1,3,7,2.605263,1.880952,65.0,23.0
470,1,2,6,2,2,1,2,1,1,7,0.5,1.375,56.0,31.0
471,1,2,6,2,1,1,2,1,4,9,3.886364,4.333333,92.0,48.0
472,1,2,6,2,2,1,2,1,3,7,3.291667,3.863636,72.31,19.0
473,1,2,6,2,2,1,2,1,2,8,1.47619,1.333333,75.0,36.0
474,3,4,6,2,2,2,2,1,9,10,0.326087,1.428571,67.34,44.0
475,1,2,6,2,2,1,2,0,3,8,2.772727,2.678571,81.0,25.0
476,3,4,6,2,2,2,1,1,1,8,3.804348,4.096154,89.43,46.0
477,3,4,6,1,2,2,1,1,3,8,3.54,3.565217,88.93,43.01
478,3,2,6,2,2,1,2,2,3,8,4.2,3.956522,82.36,49.0
479,3,2,6,2,2,1,2,2,7,4,4.16,4.1420835600000006,79.0,48.0
480,1,2,6,2,2,1,2,2,6,8,3.3125,3.0,83.98,39.0
481,1,2,6,2,2,1,2,1,1,7,2.5,0.6,71.0,18.0
482,3,4,6,1,2,2,2,1,3,7,3.666667,2.892857,83.66,44.02
483,1,2,6,2,2,1,2,1,3,9,3.5,1.275,81.0,44.0
484,1,2,6,2,2,1,2,2,3,9,2.6875,1.294118,85.0,28.0
485,3,2,6,2,2,1,2,1,2,7,2.291667,0.0,89.0,18.0
486,1,2,6,2,1,1,2,1,2,9,3.142857,2.466667,69.0,21.0
487,3,4,6,2,2,2,2,1,2,4,0.0,0.11738880000000002,75.21,33.0
488,1,2,6,2,2,1,2,1,2,7,3.18,3.521739,84.0,31.0
489,3,4,6,1,2,2,1,2,3,10,3.934783,3.9,91.31,46.45
490,3,4,6,1,2,2,2,1,3,8,2.638889,2.038462,74.19,35.75
491,3,2,6,2,1,1,2,0,2,9,4.119048,3.386364,87.02,49.0
492,3,4,6,1,1,2,2,2,3,10,2.916667,2.980769,82.69,42.6
493,1,2,6,2,2,1,2,1,3,9,3.7,2.583333,78.0,27.0
494,3,4,6,1,2,2,2,2,3,10,3.68,3.454545,86.59,45.95
495,1,2,6,2,1,1,2,1,1,9,3.26087,3.4,82.0,34.0
496,1,2,6,2,2,1,2,1,1,7,2.588235,1.225,80.0,31.0
497,1,2,6,2,2,1,2,0,3,4,0.0,0.07024098000000001,68.83,39.0
498,1,2,6,2,2,1,2,2,1,9,3.818182,3.078947,85.0,35.0
499,1,2,6,2,2,1,2,1,3,9,0.0,0.0,60.73,19.0
500,3,2,6,2,1,1,2,2,6,8,3.785714,2.788462,83.36,35.0
501,3,4,6,2,2,2,2,1,1,4,2.434783,1.944444,76.28,39.0
502,3,4,6,2,2,2,2,1,3,8,3.086957,3.543478,89.49,46.0
503,3,4,6,1,2,2,1,2,3,10,3.38,3.038462,86.49,44.4
504,3,5,6,2,1,2,2,1,2,10,3.761905,3.818182,89.77,47.0
505,1,2,6,2,2,1,2,1,3,9,3.852941,2.222222,57.0,48.0
506,1,2,6,2,2,1,2,2,6,8,3.3,2.886364,76.52,36.0
507,3,4,6,2,2,2,2,1,4,9,3.769231,3.2,85.72,44.72
508,3,2,6,2,2,1,2,1,1,7,2.047619,1.725,65.0,21.79
509,1,2,6,2,1,1,2,2,4,9,4.214286,4.152174,73.0,49.0
510,3,4,6,2,2,2,2,1,1,4,2.0,2.416667,72.7,42.0
511,3,2,6,2,2,1,2,1,6,4,2.0,2.181818,77.0,29.0
512,3,2,6,2,1,1,1,2,3,8,3.117647,1.14,53.0,25.0
513,1,2,6,2,1,1,2,2,2,9,2.2406990700000007,1.702451530000001,60.0,32.0
514,1,2,6,2,1,1,2,1,1,9,2.090909,1.0,83.0,41.0
515,3,4,6,1,2,2,2,2,3,4,3.543478,3.386364,85.55,42.61
516,1,2,6,2,1,1,2,0,3,9,3.326087,2.090909,80.78,32.0
517,1,2,6,2,1,1,2,1,3,9,2.545455,1.947368,74.0,22.0
518,1,2,6,2,1,1,2,1,3,9,3.421053,2.886364,80.0,19.0
519,3,4,6,1,1,2,2,2,3,9,4.340909,3.86,94.88,41.0
520,3,4,6,1,2,2,1,2,3,10,2.545455,0.732143,73.07,28.7
521,3,4,6,1,2,2,2,1,3,7,2.694444,2.269231,74.02,35.51
522,1,2,6,2,2,1,2,1,2,9,2.0625,0.0,76.0,30.87
523,1,2,6,2,1,1,1,2,4,9,3.652174,3.714286,75.0,17.0
524,3,4,6,2,2,2,2,1,2,8,2.25,2.068182,75.65,40.0
525,3,4,6,2,2,2,2,1,1,4,2.15,3.0,75.64,41.0
526,1,2,6,2,2,1,2,1,3,9,0.0,0.09116161,89.0,34.57
527,3,4,6,2,2,2,2,1,3,8,3.388889,3.458333,87.29,45.48
528,1,2,6,2,2,1,2,1,1,7,0.722222,1.0046792900000001,56.0,21.0
529,3,4,6,1,1,2,2,2,3,10,2.8,2.980769,82.18,43.15
530,1,2,6,2,2,1,2,1,2,7,2.275,0.875,65.0,22.0
531,1,1,6,2,1,1,2,1,1,9,3.02,2.958333,81.0,20.0
532,3,2,6,2,1,1,2,2,2,7,3.5,3.477273,79.0,34.0
533,3,4,6,2,2,2,2,1,3,8,4.043478,4.0,85.48,43.0
534,3,4,6,1,2,2,2,1,3,8,2.826087,2.615385,78.01,36.52
535,1,2,6,2,2,1,2,2,2,8,0.97619,0.8062482399999996,66.0,25.0
536,1,2,6,2,2,1,2,0,6,9,3.4,3.391304,76.83,18.0
537,1,2,6,2,2,1,2,1,2,7,2.263158,1.727273,76.0,21.0
538,3,4,6,1,1,2,2,2,9,10,0.0,1.65965417,70.04,30.63
539,1,2,6,2,1,1,2,1,2,9,2.58,3.375,76.0,27.0
540,3,4,6,2,2,2,2,1,4,9,4.047619,3.529412,82.44,47.0
541,3,4,6,1,2,2,2,1,3,7,2.583333,1.525,72.22,43.0
542,1,2,6,2,2,1,2,1,1,7,2.833333,2.818182,85.0,32.0
543,3,4,6,2,2,2,2,2,1,8,2.5625,2.22,83.2,49.0
544,3,4,6,1,2,2,1,1,3,10,2.76,2.56,80.3,35.42
545,3,2,6,2,2,1,2,1,2,8,3.56,3.7,100.0,44.0
546,1,2,6,2,2,1,2,1,1,7,2.4375,3.227273,79.0,24.0
547,1,2,6,2,2,1,1,2,2,9,0.386364,0.18314958,75.0,19.0
548,3,4,6,1,2,2,1,1,3,7,2.913043,3.153846,81.74,39.76
549,1,2,6,2,2,1,2,2,3,9,3.125,1.892857,83.0,28.0
550,1,2,6,2,1,1,2,1,1,9,4.25,3.571429,93.0,44.0
551,1,2,6,2,2,1,2,1,1,9,3.6,2.777778,83.0,38.0
552,3,4,6,1,1,2,2,1,3,10,3.270833,2.729167,84.53,44.42
553,1,2,6,2,1,1,1,2,5,9,3.5,3.928571,86.0,41.0
554,3,4,6,1,2,2,2,1,3,7,4.4,4.166667,95.88,47.44
555,1,2,6,2,2,1,1,1,2,9,4.0,3.238095,90.0,39.34
556,1,2,6,2,2,1,2,0,3,9,0.931818,0.8281786499999998,65.83,26.0
557,3,2,6,2,2,1,2,1,3,4,1.575,1.108696,52.0,21.0
558,1,2,6,2,2,1,2,0,5,7,2.16,1.166667,61.0,21.0
559,3,4,6,1,2,2,2,1,4,10,3.020833,2.961538,82.35,41.29
560,1,2,6,2,2,1,2,1,3,9,4.131579,3.90625,98.0,36.0
561,3,4,6,1,2,2,2,1,3,8,2.833333,1.883333,83.37,45.66
562,3,4,6,1,2,2,2,1,3,4,3.325,3.318182,83.97,42.1
563,1,2,6,2,2,1,2,1,3,7,1.157895,1.0357153400000003,52.0,20.33
564,1,2,6,2,1,1,1,1,3,7,3.347826,3.5,87.54,38.0
565,3,4,6,1,2,2,2,1,3,7,3.305556,3.673077,84.98,43.03
566,1,2,6,2,2,1,2,1,2,7,2.54,3.108696,66.0,12.0
567,1,2,6,2,1,1,1,1,2,9,3.269231,2.105263,67.0,28.0
568,1,2,6,2,2,1,2,1,1,7,0.0,0.01925,63.0,23.0
569,1,2,6,2,2,1,1,2,3,9,3.454545,3.346154,69.0,25.0
570,1,2,6,2,2,1,2,1,2,9,0.0,0.0,70.0,29.0
571,3,4,6,2,2,2,2,1,3,8,2.630435,3.113636,72.63,36.0
572,1,2,6,2,2,1,2,1,3,9,1.4375,0.0,71.0,27.0
573,3,4,6,2,2,2,1,1,1,7,4.021739,3.880952,89.06,44.0
574,3,4,6,2,2,2,2,1,1,4,2.230769,1.785714,76.48,38.0
575,1,2,6,2,2,1,2,1,3,7,2.0,1.833333,54.0,21.0
576,3,4,6,2,2,2,1,1,2,7,3.73913,4.347826,88.79,49.0
577,1,2,6,2,1,1,2,1,3,9,0.5625,0.7298784999999998,68.0,15.0
578,1,2,6,2,1,1,2,2,4,9,4.357143,4.409091,82.0,42.0
579,3,4,6,1,2,2,2,2,3,8,3.804348,3.782609,93.58,46.9
580,3,2,6,2,1,1,2,2,3,8,4.130435,4.095238,80.0,44.0
581,1,2,6,2,2,1,2,1,6,9,2.714286,2.722222,72.04,25.0
582,3,4,6,1,2,2,2,2,3,10,2.869565,3.16,82.5,42.98
583,1,2,6,2,2,1,3,1,2,9,0.25,0.0,70.0,27.0
584,1,2,6,2,1,1,2,2,1,7,1.857143,0.428571,74.0,24.0
585,1,2,6,2,2,1,2,1,1,9,2.184211,0.5625,66.0,18.0
586,3,4,6,2,2,2,2,1,2,8,1.805556,2.473684,70.28,37.0
587,1,2,6,2,1,1,2,2,5,9,3.766667,3.333333,90.0,36.52
588,3,4,6,1,1,2,2,1,3,10,4.058824,2.886364,83.84,46.48
589,3,4,6,1,2,2,2,2,3,10,3.895833,3.75,91.07,46.0
590,1,2,6,2,1,1,2,1,1,7,3.02,2.2,86.0,20.0
591,3,2,6,2,2,1,2,1,2,4,2.86,2.380952,60.0,24.0
592,1,2,6,2,2,1,2,2,2,7,3.0,2.5,75.0,26.0
593,1,2,6,2,2,1,2,1,2,9,2.18,1.566667,65.0,18.27
594,1,2,6,2,1,1,2,2,3,10,3.818182,1.75,82.0,19.0
595,3,4,6,1,2,2,1,2,3,8,3.73913,3.173077,87.76,44.34
596,3,2,6,2,2,1,2,1,1,8,3.145833,2.727273,77.0,31.0
597,3,4,6,1,2,2,1,1,3,9,4.1,4.047619,94.28,47.04
598,1,2,6,2,2,1,2,0,2,9,4.145833,3.5,107.0,34.0
599,3,4,6,1,2,2,1,2,3,10,3.804348,3.307692,87.61,43.83
600,1,2,6,2,1,1,2,1,1,9,0.736842,0.833333,70.0,20.0
601,1,2,6,2,2,1,2,1,1,9,4.16,4.0,87.0,30.0
602,3,4,6,1,2,2,2,2,3,8,3.395833,3.673913,87.41,44.43
603,3,4,6,2,2,2,2,1,2,4,2.815789,1.85,77.02,30.0
604,3,4,6,2,2,2,1,1,2,8,2.369565,1.78125,74.8,38.0
605,1,2,6,1,2,1,1,2,3,9,3.441176,1.363636,90.0,38.38
606,1,2,6,2,2,1,2,2,3,9,3.047619,2.772727,81.69,29.0
607,1,2,6,2,1,1,2,1,2,9,0.5,1.857143,83.0,42.0
608,3,4,6,1,2,2,2,2,3,8,3.875,4.0,93.39,47.01
609,1,2,6,2,2,1,1,0,2,9,0.0,0.0,66.0,27.0
610,1,2,6,2,1,1,1,0,7,10,3.5,3.25,73.0,32.0
611,1,2,6,2,2,1,1,2,3,9,4.428571,4.226990929999996,100.0,36.54
612,3,4,6,2,2,2,2,1,3,8,3.02,3.18,85.91,45.0
613,3,2,6,2,2,1,2,1,1,9,3.1,3.0,84.0,30.0
614,3,2,6,2,1,1,2,2,6,8,3.479167,3.277778,87.81,42.0
615,1,2,6,2,1,1,2,1,1,9,3.673913,3.075,76.0,38.0
616,1,2,6,2,1,1,2,1,2,7,3.295455,3.159091,89.0,20.0
617,3,4,6,1,1,2,2,2,3,10,3.875,4.115385,93.13,47.06
618,3,4,6,2,2,2,1,1,1,8,1.956522,1.738095,73.05,36.0
619,1,2,6,2,2,1,2,1,1,9,3.22,2.857143,86.0,39.0
620,1,2,6,2,1,1,2,1,1,10,3.479167,3.285714,86.0,39.0
621,1,2,6,2,2,1,2,1,1,9,3.583333,1.666667,79.63,35.0
622,1,2,6,2,1,1,2,1,1,7,1.184211,0.136364,62.0,14.0
623,1,2,6,2,2,1,2,2,6,9,3.285714,3.526316,71.0,34.0
624,1,2,6,2,1,1,2,1,2,9,3.318182,3.565217,90.0,34.55
625,3,4,6,1,2,2,2,1,3,9,4.142857,4.074074,94.76,47.31
626,1,4,6,2,1,2,2,1,3,9,3.181818,2.727273,82.96,38.0
627,1,2,6,2,1,1,2,0,1,7,2.368421,1.5417115099999992,74.0,25.0
628,3,2,6,2,2,1,2,1,2,10,2.25,1.705882,92.0,35.0
629,1,2,6,2,2,1,2,0,2,9,0.26087,0.0,45.0,18.0
630,1,2,6,2,2,1,2,1,1,7,3.58,2.978261,87.0,36.0
631,3,4,6,1,2,2,2,2,3,8,2.75,2.384615,77.1,33.93
632,3,4,6,1,1,2,2,2,3,10,3.26087,2.461538,81.32,42.13
633,1,4,6,2,2,2,2,0,2,7,0.0,0.09721023,67.0,6.0
634,3,4,6,2,2,2,2,0,3,8,4.4375,4.32,95.06,48.0
635,3,4,6,1,2,2,2,2,3,8,3.552632,3.78,91.02,45.24
636,1,2,6,2,2,1,2,1,3,9,1.928571,3.676471,57.0,22.0
637,3,4,6,1,2,2,1,2,3,8,2.717391,2.384615,75.15,31.05
638,1,2,6,2,2,1,2,1,1,9,2.0,2.2,64.0,17.14
639,3,2,6,2,1,1,2,1,2,9,1.75,0.727273,58.0,17.0
640,1,2,6,2,2,1,2,1,1,7,0.681818,0.9410115599999999,68.0,16.0
641,1,2,6,2,1,1,2,2,3,9,4.238095,4.086957,88.0,35.0
642,1,2,6,2,1,1,2,1,2,9,0.0,0.0,74.0,27.0
643,1,2,6,2,1,1,2,1,1,9,3.708333,4.0,87.0,46.0
644,3,4,6,1,2,2,2,1,3,3,2.416667,2.125,73.05,34.2
645,1,2,6,2,2,1,1,1,1,9,2.652174,3.466667,72.0,20.0
646,1,2,6,2,2,1,2,1,2,9,2.66,0.8,78.0,26.0
647,3,4,6,2,1,2,1,1,1,8,1.833333,2.19905402,75.62,38.0
648,3,4,6,2,2,2,2,1,1,7,3.916667,4.166667,87.28,47.0
649,3,4,6,1,2,2,1,2,3,8,2.175,2.25,72.62,29.81
650,1,2,6,2,1,1,2,1,1,9,0.333333,0.04219232,71.0,27.0
651,3,4,6,2,2,2,1,2,1,10,3.630435,3.416667,85.28,41.0
652,3,4,6,1,2,2,2,1,3,10,3.205882,2.973684,84.62,44.09
653,3,4,6,1,2,2,2,1,3,8,2.388889,2.692308,70.47,29.38
654,1,2,6,2,2,1,2,1,3,9,2.75,2.4540083200000002,76.0,20.0
655,3,4,6,1,2,2,1,2,3,7,4.043478,3.826923,91.06,45.48
656,3,2,6,2,2,1,2,2,4,4,3.1875,2.923077,75.29,23.0
657,1,2,6,2,1,1,2,2,3,9,3.75,3.045455,85.83,34.03
658,3,4,6,1,2,2,1,1,4,8,3.025,2.772727,80.36,33.34
659,3,4,6,1,2,2,1,2,5,9,4.347826,4.229167,92.82,47.83
660,3,2,6,2,2,1,2,1,1,3,2.6,1.825,76.0,32.0
661,1,2,6,2,2,1,2,1,3,7,2.68,2.190476,65.0,19.0
662,1,2,6,2,2,1,2,0,3,9,3.86,3.722222,78.0,28.0
663,1,2,6,2,1,1,2,0,8,9,3.52,3.568182,86.61,40.0
664,3,4,6,1,2,2,1,1,3,7,3.363636,2.444444,83.05,43.54
665,3,4,6,2,2,2,1,1,2,8,3.586957,3.416667,89.56,42.0
666,3,4,6,2,2,2,2,2,3,8,2.891304,3.666667,73.41,26.0
667,3,4,6,2,2,2,2,2,1,8,2.0,0.0,70.92,40.0
668,3,4,6,1,2,2,2,1,3,4,1.9,2.590909,69.09,31.03
669,1,2,6,2,2,1,2,1,2,9,0.886364,0.0,71.93,35.0
670,3,4,6,1,1,2,2,1,2,8,2.75,2.958333,79.9,38.76
671,1,2,6,2,2,1,2,1,1,10,3.204545,2.847749379999999,84.0,28.0
672,1,2,6,2,1,1,2,2,3,9,3.880952,3.894737,87.0,35.0
673,3,4,6,1,2,2,1,2,4,9,4.26087,3.954545,93.68,48.0
674,3,4,6,1,1,2,1,2,3,10,4.12,4.296296,94.17,48.0
675,1,2,6,2,1,1,2,0,3,3,2.083333,1.763158,70.75,26.14
676,1,2,6,2,2,1,1,1,1,9,3.441176,4.0,94.0,27.0
677,1,2,6,2,1,1,1,1,2,3,2.416667,0.0,77.0,26.0
678,1,2,6,2,1,1,2,2,2,7,0.0,0.16043557,95.0,45.0
679,3,2,6,2,2,1,2,2,7,4,4.238095,4.318182,85.04,43.0
680,1,2,6,2,2,1,2,1,5,9,3.42,2.277778,83.0,31.0
681,3,4,6,1,2,2,2,2,3,10,3.230769,3.021739,83.46,43.84
682,1,4,6,2,1,2,1,1,2,7,2.729167,2.84,75.47,38.0
683,1,2,6,2,2,1,2,1,1,7,2.3375648299999994,2.111829069999999,80.0,31.0
684,1,2,6,2,2,1,2,1,1,8,1.55,1.105263,73.0,18.0
685,1,1,6,2,1,1,2,1,1,9,2.5,2.5,70.0,20.0
686,1,2,6,2,1,1,2,1,1,7,1.34375,3.142857,77.0,19.0
687,1,1,6,2,1,1,2,1,2,7,3.38,3.875,63.0,22.62
688,3,4,6,2,2,2,2,2,1,10,2.630435,2.821429,80.77,46.0
689,3,4,6,2,2,2,2,1,1,8,4.119048,3.3,84.96,48.0
690,1,2,6,2,2,1,2,1,1,9,0.176471,0.0,57.0,19.24
691,3,2,6,2,1,1,1,2,5,8,3.954545,4.0,86.59,48.0
692,3,4,6,1,2,2,1,2,3,10,4.104167,3.7,88.47,42.87
693,3,4,6,1,2,2,2,2,3,8,2.119048,2.68,71.55,32.43
694,1,2,6,2,1,1,2,2,3,9,1.785714,1.1482310300000003,73.0,20.0
695,1,2,6,2,2,1,1,2,7,9,3.619048,3.738095,78.0,37.0
696,1,2,6,2,2,1,2,1,2,7,2.36,1.5152429899999986,68.0,27.0
697,3,4,6,1,2,2,1,1,3,9,3.23913,3.44,84.99,42.46
698,3,5,6,2,2,2,2,0,3,8,3.97619,3.96,82.16,49.0
699,3,4,6,2,2,2,2,1,1,4,3.264706,3.5,86.36,44.0
700,3,2,6,2,1,1,2,1,2,8,3.36,2.44,77.0,33.0
701,1,2,6,2,1,1,2,0,3,9,3.4375,3.681818,92.0,41.0
702,1,2,6,2,2,1,2,1,2,9,3.6,2.638889,77.0,30.69
703,1,2,6,2,1,1,2,1,1,9,0.47619,1.15569171,81.0,31.0
704,3,2,6,2,1,1,2,2,2,10,3.645833,3.305556,95.0,46.0
705,1,2,6,2,1,1,2,1,2,9,2.886364,2.684399420000001,82.0,34.0
706,1,2,6,2,2,1,2,1,1,9,1.525,1.84375,79.0,17.0
707,1,2,6,2,1,1,2,1,1,9,1.571429,1.710526,73.0,32.0
708,1,2,6,2,2,1,2,1,2,8,2.72,0.909091,63.0,16.0
709,3,4,6,1,2,2,1,1,3,9,3.847826,3.7,87.57,44.95
710,1,2,6,2,1,1,2,2,3,9,3.729167,3.761905,98.0,38.0
711,3,4,6,1,2,2,1,1,6,7,0.0,1.5110544699999995,66.34,22.05
712,1,1,6,2,1,1,2,1,1,7,4.173913,3.557692,91.0,27.0
713,1,2,6,2,2,1,2,1,1,3,0.375,0.5266723600000003,71.0,25.0
714,1,1,6,2,1,1,2,1,2,7,4.195652,4.115385,85.0,41.0
715,3,4,6,2,2,2,1,1,4,10,4.25,3.925,88.7,45.28
716,1,2,6,2,2,1,1,1,2,7,2.25,2.666667,73.0,20.0
717,3,4,6,2,2,2,2,2,1,8,3.0625,3.5625,87.15,48.0
718,1,2,6,2,1,1,2,0,2,7,3.26087,3.714286,82.0,41.0
719,1,2,6,2,2,1,2,2,6,9,2.863636,3.125,72.41,17.0
720,3,4,6,2,2,2,1,1,4,10,4.166667,4.444444,88.06,43.0
721,1,2,6,2,2,1,2,1,3,3,2.176471,2.361111,25.0,13.0
722,1,2,6,2,2,1,2,1,1,9,2.92,2.25,87.0,42.0
723,3,4,6,1,1,2,2,1,3,7,3.84,3.28,86.14,45.33
724,3,8,6,2,2,1,2,1,5,4,3.904762,4.022727,86.69,47.0
725,1,2,6,2,2,1,2,1,4,9,0.0,3.7,79.0,25.0
726,3,4,6,1,2,2,1,2,3,10,3.5,3.08,87.05,43.86
727,3,4,6,1,2,2,1,2,3,9,4.134615,4.347826,95.09,47.0
728,1,2,6,2,2,1,2,1,2,9,3.7,0.0,85.0,36.53
729,1,2,6,2,1,1,2,1,3,9,2.833333,1.9833423500000011,105.0,36.14
730,1,2,6,2,2,1,2,2,3,9,4.107143,4.111111,96.0,35.54
731,3,2,6,2,1,1,2,1,1,3,3.225,2.652174,72.0,33.0
732,1,2,6,2,1,1,2,1,1,7,3.272727,2.727273,84.0,25.0
733,1,2,6,2,1,1,2,1,1,7,2.909091,2.795455,76.0,38.0
734,3,4,6,1,2,2,2,2,3,8,2.055556,2.153846,71.8,34.4
735,3,4,6,2,2,2,1,1,2,10,4.23913,4.45,91.0,49.0
736,3,4,6,1,2,2,1,1,3,9,2.615385,2.34,73.68,30.62
737,3,2,6,2,1,1,1,1,1,9,3.97619,3.847826,85.0,29.0
738,3,4,6,2,2,2,2,2,2,8,2.9,2.625,77.7,34.0
739,3,4,6,1,2,2,2,1,3,9,2.690476,3.111111,73.67,35.63
740,3,4,6,1,1,2,1,1,3,9,4.083333,3.980769,92.77,47.42
741,3,4,6,2,2,2,2,1,1,8,4.304348,3.673077,89.18,46.0
742,1,2,6,2,2,1,2,1,3,9,2.52,3.225,73.0,26.0
743,3,8,6,2,2,1,2,0,6,10,3.973684,3.75,84.64,39.0
744,3,4,6,1,1,2,2,1,3,9,4.125,3.275,84.65,46.35
745,3,4,6,1,2,2,1,2,3,8,1.675,2.5,71.96,34.52
746,1,1,6,2,1,1,2,1,2,9,2.82,2.270833,48.0,19.75
747,1,2,6,2,2,1,2,1,6,9,0.727273,1.5512065699999986,75.0,24.0
748,3,4,6,1,2,2,2,1,3,9,3.388889,3.44,87.21,44.98
749,1,4,6,2,1,2,2,1,4,7,3.065217,2.631579,69.64,21.0
750,3,8,6,2,2,1,2,0,7,8,3.108696,3.22,75.28,19.0
751,3,2,6,2,1,1,1,2,3,8,4.0,3.94,87.08,45.0
752,3,4,6,1,1,2,2,1,3,9,3.108696,2.611111,81.44,42.35
753,1,2,6,2,2,1,2,1,1,7,2.28,1.913043,72.0,24.0
754,1,2,6,2,1,1,2,2,2,7,2.217391,1.263158,69.0,16.0
755,3,4,6,2,2,2,1,1,1,8,0.0,0.030059519999999996,70.4,34.16
756,3,4,6,2,2,2,2,2,1,8,2.434783,2.0,78.61,34.0
757,1,2,6,2,2,1,1,2,3,7,3.428571,3.875,76.06,19.0
758,3,4,6,2,2,2,2,1,5,10,4.0,3.75,85.25,44.85
759,1,2,6,2,2,1,2,1,1,9,3.68,3.583333,80.0,34.0
760,1,2,6,1,2,1,1,2,3,9,4.35,3.96,98.0,39.29
761,1,2,6,2,2,1,1,1,2,7,0.818182,0.9451458699999999,58.0,15.0
762,3,4,6,2,2,2,2,2,1,10,4.108696,4.1,84.89,46.0
763,3,4,6,1,2,2,2,1,3,7,2.4,2.590909,70.42,31.54
764,3,4,6,1,2,2,2,1,3,10,3.295455,2.761905,84.55,44.28
765,3,4,6,1,2,2,2,1,3,8,3.083333,2.019231,81.52,43.26
766,3,4,6,1,2,2,2,2,3,8,2.28,2.42,74.0,33.18
767,3,2,6,2,2,1,2,2,7,8,3.125,3.075,80.25,32.42
768,3,4,6,2,2,2,1,2,3,8,3.934783,3.880952,87.63,45.0
769,1,2,6,2,2,1,2,1,1,9,3.26,3.111111,85.0,26.0
770,3,4,6,1,2,2,1,1,3,9,3.3,3.547619,86.84,44.73
771,3,4,6,2,2,2,2,1,1,9,3.6,2.5,83.85,43.0
772,3,4,6,1,2,2,2,2,3,10,2.9375,2.711538,79.73,35.19
773,3,4,6,2,1,2,2,1,1,8,3.913043,3.452381,86.39,45.0
774,3,4,6,1,2,2,2,2,3,8,2.68,2.5,74.22,33.28
775,3,4,6,1,2,2,1,2,3,10,3.76087,3.74,91.01,44.75
776,1,2,6,2,1,1,1,1,5,4,3.826087,3.522727,91.0,33.0
777,3,4,6,2,2,2,1,1,1,8,2.413043,1.3,73.72,25.0
778,3,4,6,1,2,2,1,1,5,7,2.375,2.954545,71.13,29.84
779,3,4,6,1,1,2,2,1,3,9,3.326087,2.62,82.03,42.32
780,3,4,6,2,1,2,2,1,3,10,4.041667,4.333333,83.71,49.0
781,3,4,6,2,2,2,2,1,3,8,4.173913,4.282609,85.4,44.0
782,3,4,6,2,2,2,2,1,1,10,3.785714,3.0439422199999986,88.83,49.0
783,1,2,6,2,2,1,1,1,1,8,1.96,1.764706,75.0,16.0
784,1,2,6,2,2,1,1,1,2,9,3.608696,3.613636,73.0,21.0
